ndc11,consumer_1,consumer_2,consumer_3,consumer_4,consumer_5,first_reference,second_reference,name,metadata
00555-0733-02,PillProjectDisc20/images/B493JEI1FAWVKOFOXW8ETT5T6AU17-F.JPG,PillProjectDisc106/images/W_5DWKZCGMS23W01TWRD_33QVPWFRO.JPG,PillProjectDisc78/images/CTTIFJ25MTPQU0AGP7Q9BZ5KG6YXQE-.JPG,PillProjectDisc44/images/BQG22J9OV42M69_GI!QIYMG9R187!38.JPG,PillProjectDisc46/images/BSFR5I1OLOQ0L3PXM4H00VRQ!L1V3NF.JPG,PillProjectDisc37/images/BJX!I-U-VC6Y3JT2_LULZU_CINI23GZ.JPG,PillProjectDisc77/images/CTG9_0ZONF5V8JCJLKVWKQWCQPL9PLN.JPG,TraZODONE HYDROCHLORIDE Tablets USP,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'barr;733;100;100;100', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0779-02,PillProjectDisc89/images/HB2OFPO8HLLUPVQXY_9UAILQAHF0W-.JPG,PillProjectDisc95/images/MO!JLYBMMCKXE9TPXWYFK3H3_IZKU-.JPG,PillProjectDisc60/images/CDGR4_!!CP1K0JJFHR4-CYKIWW0SZS1.JPG,PillProjectDisc77/images/CTIG61W7YW0LU1-6BS29!TWRLYEONVQ.JPG,PillProjectDisc75/images/CRKG8UW8MEZ78N28-IJ7M3GY8F973W-.JPG,PillProjectDisc102/images/SPJEJUJFF!T6!TF2K_9D19XQME13KC.JPG,PillProjectDisc84/images/CZF94R20XDTLLOA-6LVS-OP5KLBRFIL.JPG,MEDROXYPR AC 10MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '555;779;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0808-02,PillProjectDisc77/images/CSX7JLBW_JJOZPPAPVYCT7SMSAJ1T3_.JPG,PillProjectDisc63/images/CFWLM2GWO_80HXAQS6KETGQQR5U44-U.JPG,PillProjectDisc79/images/CV3U4VKVOFNC9-AF7M_A95MO46EV!MY.JPG,PillProjectDisc56/images/C1JF!GICPSKI2BK3BUFLQ7FJ-UA_H-5.JPG,PillProjectDisc24/images/B8KCYWUGE8DRN7DITNF1M9VV7C6YROZ.JPG,PillProjectDisc33/images/BGO6YW7PHUUM_7I5BKP43HVC97EI__L.JPG,PillProjectDisc83/images/CYYVS6BFX59CHKQUOCR28A!C6MSXBM0.JPG,TRETINOIN Capsules,"{'shape': 'CAPSULE', 'color': ['BROWN', 'YELLOW'], 'imprint': 'barr;808', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-0833-02,PillProjectDisc68/images/CK710_FW-A_TWI8120RW9!S_HT9Q0TY.JPG,PillProjectDisc40/images/BNABEOZJ4936D4HSUZB_FTY66HPPSGW.JPG,PillProjectDisc109/images/ZYY!GH1P4JJCQI3TKOJ_G7FNTEGNQE.JPG,PillProjectDisc23/images/B6W65AQBZ2-KDX0EFR2ZSI_C6SKYRX6.JPG,PillProjectDisc1/images/!82WVG6C!1EPCVZ0HPWED1RU72LH9Y.JPG,PillProjectDisc21/images/B5F2GUBY!M7MDQ4970VVHHY2T4RQQ!3.JPG,PillProjectDisc49/images/BV9ZDVPE2XI922M5JVI_0HTXHW_9_M6.JPG,WARFARIN 5MG TAB,"{'shape': 'OVAL', 'color': 'ORANGE', 'imprint': '833;5;barr', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0859-02,PillProjectDisc1/images/!CF6NB9-6PAVM4DL45MEAKO1T5NQ_S.JPG,PillProjectDisc98/images/PC76K517NO2-4EYE2C5975JB57Y12-.JPG,PillProjectDisc4/images/17U8_1HL2QAS2AHCR3C8Z8_IXRD3JN.JPG,PillProjectDisc5/images/23SXQQC3GC6C-CR58TOB2RTS1FBRZH.JPG,PillProjectDisc28/images/BBUULLMI9A2DRSN-I!NLB89MLZIB1R2.JPG,PillProjectDisc66/images/CIW43OO_ZQZL0WC6FYWIY-D!-D5T5Q5.JPG,PillProjectDisc70/images/CMXXS7A!QE040JIKXK6DZ0SNBAU6J-C.JPG,"FLECAINIDE ACETATE Tablets, USP","{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'b;859', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0860-02,PillProjectDisc21/images/B5QWU_DU8SX_XTRCX0S46L4LTJX07KF.JPG,PillProjectDisc77/images/CT2N-X_MBAHH95F2MWMO4E3SRYWS2OA.JPG,PillProjectDisc84/images/CZACJ1YQ447VM4PZDJ2O!T142JHI4_I.JPG,PillProjectDisc50/images/BWRU26H7N8-AKWGIO368D!379I40E8T.JPG,PillProjectDisc39/images/BLU40ZWBICHHMYGZHP03HJ0RVI5SCE2.JPG,PillProjectDisc11/images/7P_DGFQ9DQDOMN!WKCJ3HEVCRLZ0Z_.JPG,PillProjectDisc42/images/BPBLZ0M!-VHEYRH7BUPG2TTSU8PZ7_E.JPG,"FLECAINIDE ACETATE TABLETS, USP","{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'b;860;100', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0861-02,PillProjectDisc56/images/C0Z!B80I87_IH5TZWYXWF4NNL7S2E5J.JPG,PillProjectDisc55/images/B_ZKLTD0D5Z20CG8!Y-W19S5_EONLQU.JPG,PillProjectDisc50/images/BWLWLLH9M_N!MKWX-_969NIP0G48V5L.JPG,PillProjectDisc65/images/CHD3N_S1AIUD8Q6O9MO6XJK62JA1VIE.JPG,PillProjectDisc24/images/B7RTS7P-AMBHQ22W12SXS1GNP6!-4R0.JPG,PillProjectDisc28/images/BBV!ERA9M0RM4K4R1NF314DNDP20WWU.JPG,PillProjectDisc73/images/CP12!36C62G9-ZUUOFS-C3IYJ8WJ3Z7.JPG,"FLECAINIDE ACETATE Tablets, USP","{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'b;861;150', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0869-02,PillProjectDisc88/images/FS5LB2!!PQF4GBL5JYZSPPPFCISKN7.JPG,PillProjectDisc30/images/BDN7M_MDP-1VMFDWL2ZH!B_BB1LE9KI.JPG,PillProjectDisc25/images/B9GLNB7TCITF71N08GVU-L8GRW_G!YO.JPG,PillProjectDisc69/images/CLP9MH5ZXR6BQ3FW9N6IOP49ZS_-A6D.JPG,PillProjectDisc85/images/D0HKTHQ78R9YC89LXE9A77IHOBMOS2.JPG,PillProjectDisc107/images/XR_TR!3LI8XU77F1KRCJ689TISRO8Z.JPG,PillProjectDisc75/images/CRKLY8U-U4FY39GPRFJQH3JT4GT4V9-.JPG,"WARFARIN SODIUM TABLETS, USP","{'shape': 'OVAL', 'color': 'PURPLE', 'imprint': '869;2;barr', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0872-02,PillProjectDisc8/images/51_7U2LONKOR3GKOGLAWHO8IAMPXYC.JPG,PillProjectDisc61/images/CEBYPTCAWQDOWN!XUHXETZ0SFMKBJS5.JPG,PillProjectDisc83/images/CYC_EUCGNVRTZ8TKG_CYP-S3ZUMYDD9.JPG,PillProjectDisc33/images/BG4J2!C!1WMV1WMG!U1JAMY7JIN-TF6.JPG,PillProjectDisc63/images/CFODAD7M!DGJ802ENJ!6MT2ZSHNNK9F.JPG,PillProjectDisc15/images/B-STF5UK87QFX5ZC5HM3Y1C2TZQR8QG.JPG,PillProjectDisc83/images/CYA934W-A86EUNS7T4DKIOURMSHTYXD.JPG,MEDROXY-PROGEST ACET 2.5MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '555;872;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0873-02,PillProjectDisc44/images/BQVJB-DAWU4AEN1A1FYF0YO695F-1YK.JPG,PillProjectDisc110/images/_6F8MZA_3C7H3W0-0VYUHXCG!0H3T0.JPG,PillProjectDisc85/images/DH78W!O288X-FU67X0WBUZ_-DLU!7T.JPG,PillProjectDisc51/images/BX8ZDJLNHQMDBS74BBJ_6BPLVIQLZ!M.JPG,PillProjectDisc57/images/CA9KUJ7RVC15IL-0T2XUIQQZ5P-ZDR6.JPG,PillProjectDisc103/images/U!99BS9KJC8!VJRFJ8YL4AV2PMWVO3.JPG,PillProjectDisc94/images/LX9HJS!43NEXG0-3M6O_Y0PA03C!FF.JPG,MedroxyPROGESTERone ACETATE Tablets USP,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '555;873;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0874-02,PillProjectDisc34/images/BHVRIPOGJ0RL2!ULL454-G1U2RW6!!4.JPG,PillProjectDisc72/images/CO9VPIRHGZ9__LNUBI2D27JQREFBK4V.JPG,PillProjectDisc42/images/BOV-2FC64NPL90O90IQT30JTPL-HWRM.JPG,PillProjectDisc64/images/CGKWPBAVF3GDHC0DY__V1-AR71YJ377.JPG,PillProjectDisc50/images/BWK4W29E_F2T!9V0GF-1SA9FS3PXRG!.JPG,PillProjectDisc10/images/7CUHC_ZL7VOM_IO10DBARMYAI13OT6.JPG,PillProjectDisc8/images/5!AM2LWISOEFUX!WY310J-P9SCYGB7.JPG,Warfarin Sodium,"{'shape': 'OVAL', 'color': 'BLUE', 'imprint': '874;4;barr', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0882-02,PillProjectDisc51/images/BXU!A7778J!8CJM0T0RDG1NJ_FKU7F2.JPG,PillProjectDisc69/images/CLAFX9GQHED5L6L0RUZAKMN4-H_OPEW.JPG,PillProjectDisc57/images/CAIHM01UP5H!BJBQ_5J9EPK6UXISFA8.JPG,PillProjectDisc98/images/PC4M_QONE33662N4A2FWIW24SFNVAE.JPG,PillProjectDisc62/images/CFG1UC_9HHJFRBPG-U6LOYB_H8WCRQE.JPG,PillProjectDisc27/images/BBFOPCPH!5A6OSW_MJQ-5C8QDMAT95Y.JPG,PillProjectDisc68/images/CL!ZZVOM!AV82PMY1QC0ULAUN6JZ_QE.JPG,HYDROXYUREA Capsules USP,"{'shape': 'CAPSULE', 'color': ['PURPLE', 'PINK'], 'imprint': 'barr;882', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-0886-02,PillProjectDisc18/images/B2PSXNZ9DGWKJOKX2KP3M66A10LHNJU.JPG,PillProjectDisc54/images/B_I16I15K2USI2Z!YLOV-JQH33SY40M.JPG,PillProjectDisc52/images/BY4_SK0CG_16X5-SQAR22FFNKDHW7AR.JPG,PillProjectDisc21/images/B52TXYXPM2Y819_M6GOFO_K74PWB7HN.JPG,PillProjectDisc86/images/EM097-ZTSHN!LS3X8E400YKDENXKCH.JPG,PillProjectDisc103/images/TTQ-GENXMPCABG47BE_5AGY2UI73GU.JPG,PillProjectDisc68/images/CK85TJCZU_7Z1JJQ4G1KM7439GPJQ55.JPG,ESTRADIOL Tablets USP,"{'shape': 'OVAL', 'color': 'PURPLE', 'imprint': '886;1;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0887-02,PillProjectDisc48/images/BURUWFG0X0RR6!WQ3RE-JN1KYX9UM_!.JPG,PillProjectDisc66/images/CJ24CM_SNHQRSP!K5GVX6M8-SUVLA-T.JPG,PillProjectDisc55/images/C0I0_4K59FQG234DD71MN9METQKUH7O.JPG,PillProjectDisc102/images/SZP!KJNHGBAMUZLJQOI_3RJQ2W82CF.JPG,PillProjectDisc9/images/5Y12UO8DM3JN58I2F1-XDM3VN24EI9.JPG,PillProjectDisc51/images/BXD6S9I8-8QIRNK4D3-YA_UEBS9ZH8D.JPG,PillProjectDisc83/images/CYBJ9US8UYE_4TQ6X3VN7OLSDB0SSFL.JPG,ESTRADIOL 2MG TABLETS,"{'shape': 'OVAL', 'color': 'GREEN', 'imprint': '887;2;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0899-02,PillProjectDisc7/images/3Z42!C3X5ISLE6DMWBN490MB!2XA6_.JPG,PillProjectDisc95/images/MUM0FQQOO0QQG!P523A5IJUXQPAEH4.JPG,PillProjectDisc92/images/JFENBR5LCNS3PW8X6JFOH--7CYKKGG.JPG,PillProjectDisc89/images/HDC!SW7G3HFXX8FWK6DV9P6R-89HRC.JPG,PillProjectDisc44/images/BR0RDMKVETR9D18PJIGG2ZRO-5DS81U.JPG,PillProjectDisc25/images/B9D3!XDKX12XQX1S!6NP_CMKNQ!QWRE.JPG,PillProjectDisc52/images/BY0_QD-2F7M43PDZSP6DGUY!S-B0J6_.JPG,ESTRADIOL Tablets USP,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': '899;1;2;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0902-02,PillProjectDisc65/images/CI53P32EZQ4DZ29Y4!OKTO5W8S5DXHB.JPG,PillProjectDisc105/images/VM7GQMFVV!ILL_WHVOS!VBAFQGBQK1.JPG,PillProjectDisc71/images/CNG5UQ_YRG8PBNYPY-C4Y7!TFBZHLG1.JPG,PillProjectDisc82/images/CX5ALMG8-F5ZM44U2KSG_UW!N7ML_NZ.JPG,PillProjectDisc32/images/BFX1UAI!XP4L4UNA-GV6KWZBH7R--1F.JPG,PillProjectDisc45/images/BRU87HEY_L_GQB07OWZK_6BY2V4O36B.JPG,PillProjectDisc55/images/C0AC1D2AZOB89X4711Q4MJZ0F9ERG0M.JPG,NALTREXONE 50MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'b;50;902', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0917-09,PillProjectDisc98/images/PIZ4LAQ3KHU4U9!S9F6-VC5WL19N2O.JPG,PillProjectDisc59/images/CC4!N-EZ3XY!A3RJQQSDFO2SAOSM!U8.JPG,PillProjectDisc105/images/W39P6-V8AACVMGXBVZX23VLTP6XCF5.JPG,PillProjectDisc41/images/BNJJV8L7KV_SCM-5M2YRK3MHH_5WO_F.JPG,PillProjectDisc26/images/B9_NRFGPVQA2MCZAXLPBGTO72X56ZXH.JPG,PillProjectDisc22/images/B63XY0BI-QCFERQ!01BLN8UTVPY44V2.JPG,PillProjectDisc76/images/CS04!UQB0!C3843C3M6QUGZ_YMN748C.JPG,Amiodarone Hydrochloride,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '917;200;b', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0926-02,PillProjectDisc14/images/B!P3O7CIBG2RIZFUZQ4X71KZH59_1KM.JPG,PillProjectDisc52/images/BYEXO9PMIGEKFQMAV4QIHXA9X7Q_FM-.JPG,PillProjectDisc42/images/BOTC2EX_Y5N_HI76QNEFF8O_Y23G3NU.JPG,PillProjectDisc63/images/CGAVZRJQ5U02SBDGSX_B23U-AWQC53_.JPG,PillProjectDisc83/images/CYIRG47U_I3QCCWCCJ8RMRJEOW05HKN.JPG,PillProjectDisc66/images/CIA4ZXW6K7U42-U58QK4_8DENI5GH3X.JPG,PillProjectDisc8/images/51UVYDX-1!QKFKQ3URECV_CZO47J9C.JPG,"WARFARIN SODIUM TABLETS, USP","{'shape': 'OVAL', 'color': 'TURQUOISE', 'imprint': '926;6;barr', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0967-02,PillProjectDisc48/images/BUALW4E3WL6C-O3-KBX7_FKK0QOLQW8.JPG,PillProjectDisc15/images/B-WNQ52ZX33R931AIXAEESCJ9E4IHF2.JPG,PillProjectDisc91/images/IN_7N9WDIVGCN54_SGM20Z0Z2_KSM5.JPG,PillProjectDisc106/images/X0X06QGZS3H8BBX_6MQ-TKTFKN_VFB.JPG,PillProjectDisc30/images/BD67KQ13C966SK4034AICHG!WGPXXR3.JPG,PillProjectDisc26/images/BA9ON0IR6KPSM_JHAM__2MYG5!!PIUZ.JPG,PillProjectDisc96/images/N!I7C-0DGVG4FC344E04OAT4I3R5YK.JPG,FLUVOXAMINE MALEATE Tablets USP,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'b;967', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0969-02,PillProjectDisc31/images/BEWCGGRRPHF7CUXS3IV2G!LT9WFIJJM.JPG,PillProjectDisc69/images/CLKCRCFCO5Z62PAKWJB5DZL1-FZ_95!.JPG,PillProjectDisc18/images/B2-A4DOPTXMT6N96C4RCU4AQHX2NTO7.JPG,PillProjectDisc88/images/GI42K!L94S9YGRLVJ1ZOVGNJM31NPA.JPG,PillProjectDisc10/images/6_KKA_LSYPFSZT02IZ99OZE-8HK6IV.JPG,PillProjectDisc32/images/BFYKCB138Q5-RJDVIRS9PU7JWT0IHJ3.JPG,PillProjectDisc68/images/CKFLO2S8KI2YTGJ!M1XCKC4ZK7TWIUI.JPG,FLUVOXAMINE MALEATE Tablets USP,"{'shape': 'OVAL', 'color': 'BROWN', 'imprint': 'b;969;100', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-0980-37,PillProjectDisc19/images/B2WYM8ZY7D8R1B!RPU_49LDQIGZPKWJ.JPG,PillProjectDisc107/images/Y04-Q2N4WEP_9ZBSXP8QGH7RR518HV.JPG,PillProjectDisc41/images/BNWBMFG7DIZF1V1S_8E8PXU-I_JJ_A3.JPG,PillProjectDisc87/images/ETOBCNAEIVGJONBY_WF1!O4H29FVYA.JPG,PillProjectDisc65/images/CHLF-SX2H669WZ5IU4PACKR87JXGX!S.JPG,PillProjectDisc24/images/B7W-EGOYN5-CJ44CK5SO0!NNB6G2W6F.JPG,PillProjectDisc25/images/B9GCLNIGPZO6FHLARWKL77Y!TNQMJW4.JPG,NIMODIPINE Capsules,"{'shape': 'OVAL', 'color': 'ORANGE', 'imprint': 'b;980', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-0997-02,PillProjectDisc109/images/ZG-GUTB9W2NZPNRQ8OQQLQ-834TDG0.JPG,PillProjectDisc100/images/RIEH01B0C-QK5O99GFAO9UE1OZ7C-5.JPG,PillProjectDisc22/images/B6GFTT!!QM5_7VVUT0CNDAM7-Q7HDKJ.JPG,PillProjectDisc89/images/GVCY063_CA265O0WWZGFU5PKQD2_WB.JPG,PillProjectDisc78/images/CTS7Y0QARGA243EJ0EZL7TYNEKO883K.JPG,PillProjectDisc24/images/B84VUSOB3F97IGTAKGGCCELA8C602GX.JPG,PillProjectDisc4/images/0Z2KSFB8I4UT2-48H611YZ82WTGTTT.JPG,FLUDROCORTISONE ACETATE TABLETS USP,"{'shape': 'OVAL', 'color': 'YELLOW', 'imprint': 'b;997;1;10', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-1020-01,PillProjectDisc77/images/CTE4UH!O0I!HAGF21J9B3S5SK20LSVS.JPG,PillProjectDisc57/images/CA8PY6IE43B3TSHR7ZYOTZPAQX_!XIP.JPG,PillProjectDisc104/images/US8MZ0RC0RPUQ4SXI42Q6FFN1S4UYA.JPG,PillProjectDisc102/images/T0I8IKQ-SN!H31ZKFXE5T8RFDF56EC.JPG,PillProjectDisc79/images/CUFIS9B7N-Y5MYZ0KF3574THGQ1JI86.JPG,PillProjectDisc19/images/B38ZAOA3ESICL2GD0R_8-8A5N2_X66I.JPG,PillProjectDisc36/images/BJ33OHB52HREZV1GZ4WM-02QFV-XK9A.JPG,GALANTAMINE HYDROBROMIDE Extended-Release Capsules,"{'shape': 'CAPSULE', 'color': 'BROWN', 'imprint': 'barr;8;mg;1020', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-1021-01,PillProjectDisc53/images/BZX98E5WLPNG4OQM4XBF1RL8V8LX!0T.JPG,PillProjectDisc70/images/CMKI8GTTNK_Q5K9PCICRD!!DGGMXV0Q.JPG,PillProjectDisc67/images/CJZT8SU-SKYKGCRNC3P0IAIO4R4R6YO.JPG,PillProjectDisc51/images/BXDKI8-MAN1-O8WV-DCP8DU1XT3YLV3.JPG,PillProjectDisc16/images/B02HWQ1EO4RGTFEVYSYEDZ4ER91QWN8.JPG,PillProjectDisc32/images/BF3JB4HYXZ9H7RKB0Q680OZIC5K0U!8.JPG,PillProjectDisc55/images/C03H6-!0PD4NDIYD!YHAUKCW!COMJO.JPG,GALANTAMINE HYDROBROMIDE Extended-Release Capsules,"{'shape': 'CAPSULE', 'color': 'PINK', 'imprint': 'barr;16;mg;1021', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-1022-01,PillProjectDisc5/images/26PA5-!Q!-TBEC9AM6NF_R4S79A9RB.JPG,PillProjectDisc74/images/CQU1O79!A9_W9GE3AG3GNIN-TKB3RPT.JPG,PillProjectDisc110/images/_EEPG0CE0HAFXE!Y!EAES-AUW5WQKZ.JPG,PillProjectDisc80/images/CVCOJQNXDI0T4-L2WGJIC5H1XZJP6LX.JPG,PillProjectDisc49/images/BVDJ958DDT7MAGCHOFKJ1J2!Q!NG2Z.JPG,PillProjectDisc19/images/B33VF308EB2UIVXF94GYSFK3O!Y7ESY.JPG,PillProjectDisc43/images/BPRMDZTMF!R!0L9-LCVA70H04DXMLN-.JPG,GALANTAMINE HYDROBROMIDE Extended-Release Capsules,"{'shape': 'CAPSULE', 'color': 'BROWN', 'imprint': 'barr;24;mg;1022', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-1054-86,PillProjectDisc12/images/8M71W9_RPC8T7X3S!RFMA68H6IVGRL.JPG,PillProjectDisc39/images/BMAEC1WZXMJ9MDTGO46DRW1BSKOHA5Y.JPG,PillProjectDisc57/images/CABYPQEWZTZ0IWTMPYMVLZABX_9ZSR8.JPG,PillProjectDisc106/images/X33FZ42AF_5BC-!YHTBEZD-_T3C_X6.JPG,PillProjectDisc61/images/CDS_JNYA_CCI34U4X-DN22VGA-4EPRX.JPG,PillProjectDisc19/images/B3PAUJ07I6TE6IZSU1KK38J_U!JJ4T!.JPG,PillProjectDisc28/images/BBH3!C2I1--P7NUU7OIALOD69C_Q6D.JPG,CLARAVIS,"{'shape': 'CAPSULE', 'color': 'GRAY', 'imprint': 'barr;934', 'imprintColor': 'RED', 'imprintType': 'PRINTED'}"
00555-1055-86,PillProjectDisc35/images/BIJDNAGHEAIN9DSXN9ZOF0B66-ZZI4I.JPG,PillProjectDisc79/images/CV18TFC3DGU_5I_IOQUE_4IQP!R68D-.JPG,PillProjectDisc30/images/BDMNBN8PCINBA-6F7R5XSAMF-KDTR55.JPG,PillProjectDisc69/images/CLHF_RVXE8RZ-V0UV3SDL4_TGHJHJQ2.JPG,PillProjectDisc20/images/B4FB8TO2M81KL658VF2VH707DIE0AR0.JPG,PillProjectDisc13/images/B!2!H3PIA6IKJU20ORI0719-ZC751MZ.JPG,PillProjectDisc35/images/BHZYODB9NDV0QGFDH5ZZ2H_LZV!7RI5.JPG,CLARAVIS,"{'shape': 'CAPSULE', 'color': 'BROWN', 'imprint': 'barr;935', 'imprintColor': 'WHITE', 'imprintType': 'PRINTED'}"
00555-1056-86,PillProjectDisc40/images/BN04_WQFOYITB9OSIWZFU9MG4CLZZE4.JPG,PillProjectDisc48/images/BUTT_2ESY!5LB1RHS71PVJT2KEHF9O5.JPG,PillProjectDisc65/images/CHVGV7MV6--4X1M5N93SW-H6LDV7E0Z.JPG,PillProjectDisc75/images/CR79UQ4DQ5TDV2H7V7ORTXCNKHMHT5-.JPG,PillProjectDisc9/images/5KLQ-IKNL6FAJRWSN8JX6BAOB5RQS7.JPG,PillProjectDisc39/images/BLYUW1FB6UNV!BV694NK1QL9Q7I2BKV.JPG,PillProjectDisc54/images/B_!SBOWRH1ZIM_3V7MYMPA_KHMGEX3H.JPG,CLARAVIS,"{'shape': 'CAPSULE', 'color': 'ORANGE', 'imprint': 'barr;454', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-1057-86,PillProjectDisc94/images/LV-SQ10C350APF0USL5HS!EO632BTJ.JPG,PillProjectDisc49/images/BVYRB8X267XN!!_GTV7!B0OW_2OVMVW.JPG,PillProjectDisc92/images/JEF9FJ1F!TK9MWKIBV3UWGT9ZFFB-_.JPG,PillProjectDisc7/images/4D0WQZ!ACO3LN4ZUBVGIPNGM_Q_42K.JPG,PillProjectDisc102/images/SX5M_4T8ZC!LM9UUXT5ZMNDFSTY!YE.JPG,PillProjectDisc110/images/_CNSLF343EJTA_F25S1SJG9-EIKPQ7.JPG,PillProjectDisc42/images/BO_CJB!ABIE6G!QQ5C!C8HY4ELO226E.JPG,CLARAVIS,"{'shape': 'CAPSULE', 'color': 'ORANGE', 'imprint': 'barr;936', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00555-1883-02,PillProjectDisc42/images/BON9D0I13CSCS0BDPX9N3UGSC2O!MRC.JPG,PillProjectDisc25/images/B90-8UI-KQ5X63TG7ZA4X-VK7JNPN3A.JPG,PillProjectDisc76/images/CS8KFS1FISDVG6CC3UI!KAR40U9S4C6.JPG,PillProjectDisc49/images/BV8A78EI0ZIS8-_JR0M20-NVTLP3O_E.JPG,PillProjectDisc71/images/CN87EOXLPJLGX!6XVWR2A6O32!4H-AH.JPG,PillProjectDisc105/images/VIRX0XY92L0VDTB1FKSAF89KUYCI-8.JPG,PillProjectDisc37/images/BKOKPXJ808E7AESYKWBQI-7ZJFT6R3U.JPG,"BENZONATATE Capsules, USP","{'shape': 'OVAL', 'color': 'YELLOW', 'imprint': 'PA83', 'imprintColor': 'WHITE', 'imprintType': 'PRINTED'}"
00555-9008-67,PillProjectDisc87/images/EU0!E12P4ASEKPKQ!!SGD15MU336E!.JPG,PillProjectDisc102/images/T9RC1J5IGXEHU4O!-G7_Q1!68VEEIQ.JPG,PillProjectDisc14/images/B!J5AD4A-1QCQYG0-_ZXLJ131TZNDBI.JPG,PillProjectDisc99/images/QMFCN6M-OZ2BA9LH81HYJJQQ!18P64.JPG,PillProjectDisc98/images/PPWTU4-HAR0-Z!Y2W07MDG512TYZE_.JPG,PillProjectDisc105/images/W!ZQNO41_J8QIX0B9I89B76Q_YN_TT.JPG,PillProjectDisc80/images/CW6C5SCIVNBX--2MCNC3NEN8A7M445Y.JPG,NORTREL,"{'shape': 'ROUND', 'color': 'YELLOW', 'imprint': 'b;941', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-9009-42,PillProjectDisc50/images/BWU17EJKJYH790-CA1ZCI_DKXGG9F8M.JPG,PillProjectDisc93/images/KSLCTMX9E-SRQWAXF1ZM9YC!B7FBQR.JPG,PillProjectDisc89/images/GZA66-XK5MF1RZ-4P_0!B-Z8PLZ9H8.JPG,PillProjectDisc59/images/CCU8EUD8LDJ_5KD78_E7VC565DZDETW.JPG,PillProjectDisc47/images/BTVQ12VJ3506DT12RIX_KIR!V8ERQUI.JPG,PillProjectDisc27/images/BAJ78_D7JV7Z8JSO_PQ045LPQ0DGLRT.JPG,PillProjectDisc88/images/GFX80QIQN_KG6DGVSLCGNFHJZJN8GP.JPG,NORTREL,"{'shape': 'ROUND', 'color': 'YELLOW', 'imprint': 'b;949', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00555-9010-58,PillProjectDisc104/images/UPEK9NQ-7XEEGXC1VXMPRI_A70ACJA.JPG,PillProjectDisc109/images/ZSOD4_VJDT1CD!9MBNBDJY6FE0UOL_.JPG,PillProjectDisc71/images/CNEYA4U3CN_XC02GSSOONDOOZ4IZSSU.JPG,PillProjectDisc23/images/B6U30HFOHJHVXXODJ9QFD0PBINRPBYI.JPG,PillProjectDisc25/images/B9C0MBFGIWW8IVYINGF590M1-62ULOA.JPG,PillProjectDisc55/images/C0M3V6HWE2EKKJZ!RILO7HDE6Y18DXC.JPG,PillProjectDisc89/images/GP29OJGF153IRZJLJJN0ZWBNE0DIN4.JPG,NORTREL,"{'shape': 'ROUND', 'color': 'YELLOW', 'imprint': 'b;949', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
